# timestamp tx ty tz qx qy qz qw
1777562896.130049 0.896181 0.803932 0.194805 0.019236 -0.069999 0.023847 0.997076
1777562896.153101 0.896218 0.803894 0.194792 0.019314 -0.069819 0.023831 0.997088
1777562896.161734 0.896167 0.803872 0.194756 0.019333 -0.069902 0.023876 0.997081
1777562896.170847 0.896163 0.803908 0.194772 0.019393 -0.069876 0.023752 0.997084
1777562896.183843 0.896172 0.803901 0.194786 0.019193 -0.069850 0.023880 0.997087
1777562896.207797 0.896174 0.803899 0.194785 0.019335 -0.069784 0.023789 0.997091
1777562896.215034 0.896199 0.803877 0.194782 0.019379 -0.069933 0.023910 0.997077
1777562896.235756 0.896177 0.803906 0.194792 0.019200 -0.069930 0.023971 0.997079
1777562896.245158 0.896193 0.803917 0.194820 0.019054 -0.069962 0.023916 0.997081
1777562896.252285 0.896183 0.803920 0.194816 0.019246 -0.069883 0.023870 0.997084
1777562896.262780 0.896203 0.803927 0.194808 0.019248 -0.069774 0.023777 0.997094
1777562896.278525 0.896191 0.803884 0.194764 0.019201 -0.069843 0.023857 0.997088
1777562896.281917 0.896200 0.803882 0.194784 0.019179 -0.069854 0.023864 0.997087
1777562896.307265 0.896182 0.803932 0.194799 0.019095 -0.069863 0.023799 0.997090
1777562896.635416 0.896200 0.803918 0.194800 0.019165 -0.070018 0.023893 0.997075
1777562896.643741 0.896224 0.803930 0.194817 0.019137 -0.069805 0.023862 0.997092
1777562896.652182 0.896181 0.803893 0.194769 0.019285 -0.069928 0.023874 0.997080
1777562896.677018 0.896182 0.803946 0.194808 0.019124 -0.070014 0.023846 0.997078
1777562896.698333 0.896178 0.803908 0.194765 0.019248 -0.069916 0.023852 0.997082
1777562896.717012 0.896223 0.803931 0.194813 0.019272 -0.069958 0.023852 0.997079
1777562896.736117 0.896182 0.803940 0.194805 0.019164 -0.070028 0.023793 0.997077
1777562896.759705 0.896218 0.803906 0.194810 0.019171 -0.069846 0.023900 0.997087
1777562896.767928 0.896212 0.803897 0.194792 0.019166 -0.069911 0.023928 0.997082
1777562896.777614 0.896201 0.803929 0.194775 0.019294 -0.069934 0.023848 0.997080
1777562896.804863 0.896192 0.804005 0.194802 0.019141 -0.069952 0.024064 0.997076
1777562896.812625 0.896230 0.804036 0.194811 0.019129 -0.069832 0.024019 0.997086
1777562896.839210 0.896218 0.804119 0.194806 0.019110 -0.069971 0.023939 0.997079
1777562896.846820 0.896216 0.804113 0.194830 0.018996 -0.069904 0.023936 0.997086
1777562896.855597 0.896221 0.804093 0.194834 0.019000 -0.070040 0.023959 0.997075
1777562896.884441 0.896219 0.804014 0.194778 0.019357 -0.069872 0.024008 0.997079
1777562896.888258 0.896234 0.804003 0.194779 0.019337 -0.069976 0.024011 0.997072
1777562896.909889 0.896183 0.804030 0.194796 0.019151 -0.070027 0.024018 0.997072
1777562896.918977 0.896179 0.804029 0.194782 0.019236 -0.070110 0.024026 0.997064
1777562896.928748 0.896207 0.804021 0.194801 0.019108 -0.069959 0.024113 0.997075
1777562896.937179 0.896213 0.804006 0.194790 0.019283 -0.069913 0.024027 0.997077
1777562896.951993 0.896221 0.803988 0.194788 0.019272 -0.070016 0.024054 0.997070
1777562896.966250 0.896153 0.804008 0.194759 0.019135 -0.070032 0.024044 0.997071
1777562896.988468 0.896196 0.803990 0.194802 0.018943 -0.069979 0.024091 0.997078
1777562896.997946 0.896210 0.803932 0.194812 0.018968 -0.069670 0.024050 0.997100
